number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_gamma,params_grow_policy,params_lambda,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_params_decision_threshold,params_params_feature_fraction,params_params_resampling,params_params_sample_rows,params_params_scale_pos_weight,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,user_attrs_acc_test,user_attrs_acc_val,user_attrs_decision_threshold,user_attrs_f1_test,user_attrs_f1_val,user_attrs_feature_fraction,user_attrs_pr_auc_test,user_attrs_pr_auc_val,user_attrs_prec_test,user_attrs_prec_val,user_attrs_rec_test,user_attrs_rec_val,user_attrs_resampling_strategy,user_attrs_roc_auc_test,user_attrs_roc_auc_val,user_attrs_sample_rows,state
473,0.6942615239887112,2025-09-23 13:37:51.930041,2025-09-23 13:37:52.592872,0 days 00:00:00.662831,0.7379883713338026,gbtree,0.3846128145209101,2.7865464446321675,lossguide,0.009209700477635347,0.018186250592373037,8,7,33.70456808327098,400,,0.4316047242569295,0.8360632515784155,undersample,0.7147590240867479,0.5172733158944135,,,,0.9958762929094678,0.8293581738151294,0.8336404586404587,0.4316047242569295,0.6898604651162791,0.6942615239887112,0.8360632515784155,0.7898138769848486,0.7834446957350458,0.6104708594007244,0.619543317662861,0.7929854576561164,0.7894736842105263,undersample,0.9115324630743126,0.9108833359332041,0.7147590240867479,COMPLETE
474,0.7153201219512195,2025-09-23 13:37:52.715881,2025-09-23 13:37:53.526599,0 days 00:00:00.810718,0.02291060514331514,gbtree,0.6120386828706545,0.33013476917785334,lossguide,5.382033030316095,0.1028496572994084,0,4,6.387368910354312,600,,0.4218686092949018,0.816689907287089,oversample,0.9215656701367925,0.5488010141920461,,,,0.45129031707920025,0.8472719828027434,0.847051597051597,0.4218686092949018,0.7171027682973076,0.7153201219512195,0.816689907287089,0.8199332005461122,0.8116099155118813,0.6440735694822888,0.6447956028856063,0.8088109495295124,0.8031664527171587,oversample,0.9240002318449784,0.921738646237152,0.9215656701367925,COMPLETE
475,0.38612143742255267,2025-09-23 13:37:53.649263,2025-09-23 13:38:01.885474,0 days 00:00:08.236211,0.06613151836384935,dart,0.7911632145163585,7.306238195624564,lossguide,0.04031258594641403,0.008217612832361531,5,9,1.0505955586067492,300,tree,0.31670758701823815,0.9015769587198547,none,0.8858810845619882,4.495725710477516,0.13379226391440696,uniform,0.1516710238615069,0.36738756841820375,0.23932848807452145,0.23925061425061425,0.31670758701823815,0.3862228462872718,0.38612143742255267,0.9015769587198547,0.7966737904979553,0.7871173464845802,0.23932848807452145,0.23925061425061425,1.0,1.0,none,0.9150997848584509,0.9127559051762881,0.8858810845619882,COMPLETE
476,0.6624704956726987,2025-09-23 13:38:02.008255,2025-09-23 13:38:08.310503,0 days 00:00:06.302248,0.13961158333534185,dart,0.9683981468365033,9.467119294012923,depthwise,0.01952657777044229,0.22989038157126204,0,8,3.748531361745855,300,tree,0.5057573506817808,0.7199383834416855,oversample,0.9176445810123232,0.5498940460986003,0.11152841652869583,weighted,0.11102749985364542,0.6555963716885382,0.8261848705087522,0.8243243243243243,0.5057573506817808,0.6677103718199608,0.6624704956726987,0.7199383834416855,0.7213881667155301,0.7096339979409774,0.6154401154401155,0.6130323989807063,0.7296834901625321,0.7205819426615319,oversample,0.8932978094793745,0.8916970949451543,0.9176445810123232,COMPLETE
477,0.6876950878922293,2025-09-23 13:38:08.431092,2025-09-23 13:38:09.246454,0 days 00:00:00.815362,0.011723219587612079,gbtree,0.42856832223116403,5.882220402148953,depthwise,0.00015496958723480985,0.019812215425353503,8,12,0.224262866322166,900,,0.4585565703161275,0.9397450729227437,undersample,0.9221969519923485,1.169975200107183,,,,0.2591903954125579,0.7961920360323472,0.8053849303849304,0.4585565703161275,0.6788191643813518,0.6876950878922293,0.9397450729227437,0.8166411392918678,0.8088775711768943,0.544936544936545,0.5581333333333334,0.8999144568006844,0.8955926401369276,undersample,0.9229070263648262,0.9208988562698665,0.9221969519923485,COMPLETE
478,0.523038605230386,2025-09-23 13:38:09.367505,2025-09-23 13:38:15.597929,0 days 00:00:06.230424,0.00017109695256943444,dart,0.4670402324218513,4.882032580205965,lossguide,0.0028704647018281083,0.0023925184906656216,5,3,0.3450250006719466,300,tree,0.466108747252546,0.7012550284830658,undersample,0.7919800422639889,0.6473289610562084,0.2814792480828285,weighted,0.8660011934606239,0.774634619756597,0.8052001228375474,0.803951678951679,0.466108747252546,0.5311653116531165,0.523038605230386,0.7012550284830658,0.604979055663015,0.6044356333357765,0.6263800116211505,0.6257449344457687,0.46107784431137727,0.4492939666238768,undersample,0.833055355348476,0.8377943432452619,0.7919800422639889,COMPLETE
479,0.0,2025-09-23 13:38:15.722262,2025-09-23 13:38:16.286271,0 days 00:00:00.564009,90.81419127318381,gbtree,0.32939379969295435,7.521014431627512,depthwise,0.6372734895582579,0.00013408001237423124,5,11,2.858493159295446,600,,0.5562538724609662,0.6598229567228336,none,0.708670144671884,1.3113130742791252,,,,0.24579100676744492,0.7606715119254785,0.7607493857493858,0.5562538724609662,0.0,0.0,0.6598229567228336,0.6529726482689855,0.647692676120244,0.0,0.0,0.0,0.0,none,0.8459457749821311,0.8405640550891624,0.708670144671884,COMPLETE
480,0.6252139189960069,2025-09-23 13:38:16.408980,2025-09-23 13:39:04.117748,0 days 00:00:47.708768,0.00014105133672541903,dart,0.952578442729795,8.606315236540539,lossguide,0.004076398051547445,0.0009285883275514801,1,9,4.160979693326588,800,forest,0.3716355068001669,0.9153909871664723,oversample,0.8337872502585069,0.9881215491133074,0.35315429410570987,uniform,0.88081783956154,0.4208690178417149,0.7256628109325417,0.730958230958231,0.3716355068001669,0.6222159571468847,0.6252139189960069,0.9153909871664723,0.7627198785635216,0.7478780408312014,0.46404541631623214,0.4688770053475936,0.9439692044482464,0.9379546427043218,oversample,0.9058825943476102,0.9041792679788557,0.8337872502585069,COMPLETE
481,0.6118535735037769,2025-09-23 13:39:04.240234,2025-09-23 13:39:05.020022,0 days 00:00:00.779788,0.06374363678712376,gbtree,0.5619070307006548,8.17277792434617,depthwise,0.027616952331498627,0.0005710583618934996,9,4,28.58335012050079,700,,0.5668328304652609,0.8266258835449467,none,0.5801124338269961,4.7287762202917625,,,,0.5438024906528844,0.7199303920565052,0.7264537264537264,0.5668328304652609,0.6071223434807582,0.6118535735037769,0.8266258835449467,0.6893744353795902,0.6803015882979755,0.45698227410289666,0.46316252474158787,0.9041916167664671,0.9011553273427471,none,0.8786525512905212,0.8789826322290591,0.5801124338269961,COMPLETE
482,0.6351404827859122,2025-09-23 13:39:05.152113,2025-09-23 13:39:05.701570,0 days 00:00:00.549457,0.022099201949409866,gbtree,0.7818604742226369,7.16804475856938,lossguide,69.70365805008849,0.04616940862112758,2,12,0.1719581994531509,700,,0.4506674621456474,0.6399199415408088,oversample,0.7193512350683405,0.5280159278442921,,,,0.23474252877982932,0.80202681953117,0.8112203112203112,0.4506674621456474,0.6256291134339915,0.6351404827859122,0.6399199415408088,0.6783175328253798,0.6741718836565382,0.5714285714285714,0.590725064409275,0.6911890504704876,0.686777920410783,oversample,0.8650535022002825,0.871770394605121,0.7193512350683405,COMPLETE
483,0.5543215837759536,2025-09-23 13:39:05.833136,2025-09-23 13:39:07.482874,0 days 00:00:01.649738,0.0016739416312204596,gbtree,0.6555815108139458,2.8363721119324037,depthwise,0.012576134879859095,0.003998620712614242,2,11,0.37922131407416526,400,,0.3630025155244909,0.9191699847365264,oversample,0.9128174701316725,4.007280255543991,,,,0.631622626104297,0.6171563107789948,0.622031122031122,0.3630025155244909,0.5514511873350924,0.5543215837759536,0.9191699847365264,0.7930286465203693,0.7883913075500693,0.38316666666666666,0.38607701362031277,0.9833190761334474,0.9824561403508771,oversample,0.9134207218529087,0.9119354055024094,0.9128174701316725,COMPLETE
484,0.6911266201395813,2025-09-23 13:39:07.609346,2025-09-23 13:39:08.945942,0 days 00:00:01.336596,0.007053681569535731,gbtree,0.9734344301953044,1.2597188679453042,depthwise,1.7590246164896275,0.025800207854031938,8,7,0.8843549584944113,900,,0.6394417278355642,0.6227916906321996,undersample,0.8413824583019185,1.0007373012772058,,,,0.2237785648308905,0.8349882280683796,0.8414209664209664,0.6394417278355642,0.68515625,0.6911266201395813,0.6227916906321996,0.780423003694293,0.7814649082198439,0.6304816678648454,0.6471247199402539,0.7502138579982891,0.7415489944373128,undersample,0.908115454885258,0.9058419473130839,0.8413824583019185,COMPLETE
485,0.6792877225866917,2025-09-23 13:39:09.069932,2025-09-23 13:39:12.576625,0 days 00:00:03.506693,0.8002734509494198,gbtree,0.870241506383955,7.963969207156571,lossguide,0.0010619055096406098,0.0017174964007149415,6,9,0.5358476501979976,600,,0.5608438460553835,0.5783629358903226,oversample,0.7524934265979605,1.0242486328653655,,,,0.9998353527434034,0.8250588596581021,0.8248361998361998,0.5608438460553835,0.6852090624424387,0.6792877225866917,0.5783629358903226,0.7784634183322096,0.7689866467484484,0.6017470074409577,0.6044029352901935,0.795551753635586,0.7753530166880617,oversample,0.9062932730766623,0.9030074834245996,0.7524934265979605,COMPLETE
486,0.6180392156862745,2025-09-23 13:39:12.704733,2025-09-23 13:39:35.967271,0 days 00:00:23.262538,0.003912389929283229,dart,0.8214649958403644,6.069809763178842,depthwise,0.0022469519577520956,0.01999798740407623,9,7,87.69253043249313,600,forest,0.6581889643520652,0.784396908732081,none,0.8412821210996002,1.4282610807651883,0.1978486605038695,uniform,0.5486491461292025,0.35794623359304767,0.8513665677141979,0.8504299754299754,0.6581889643520652,0.6275012827090816,0.6180392156862745,0.784396908732081,0.7698456944926969,0.769944358676828,0.783974358974359,0.7943548387096774,0.5230966638152267,0.5057766367137355,none,0.9031316224463236,0.9026018402248913,0.8412821210996002,COMPLETE
487,0.5667340748230536,2025-09-23 13:39:36.087615,2025-09-23 13:40:17.342972,0 days 00:00:41.255357,70.38050037107011,dart,0.7233098789434895,4.6721635989421255,lossguide,1.119190743006136,0.2711545507878795,0,10,74.81195832683503,800,forest,0.32559377343298973,0.6051103270695007,undersample,0.6349031432486122,1.5916824189280625,0.011590654925035915,weighted,0.6782555412062582,0.8827619488988203,0.6464325928958952,0.6490581490581491,0.32559377343298973,0.5657530802112145,0.5667340748230536,0.6051103270695007,0.7270846005542915,0.7214484554607057,0.40064102564102566,0.402152466367713,0.962360992301112,0.959349593495935,undersample,0.8836350311085539,0.8787286625601951,0.6349031432486122,COMPLETE
488,0.5411647833105675,2025-09-23 13:40:17.464779,2025-09-23 13:40:18.498639,0 days 00:00:01.033860,0.023727071001049874,gbtree,0.8375312024209098,1.7146522098025352,depthwise,0.5590877116569007,0.0015543971739468223,6,5,53.98060385903053,900,,0.6348425035916564,0.538375270743018,oversample,0.7525261849417354,3.0528733461794517,,,,0.2521117469302772,0.6130617258675402,0.6217239967239967,0.6348425035916564,0.5351696999508117,0.5411647833105675,0.538375270743018,0.6336981792719597,0.6332961564431436,0.3755609250949258,0.38121063680895734,0.93071000855432,0.9323919554985024,oversample,0.8412840677719479,0.8448702819901157,0.7525261849417354,COMPLETE
489,0.37168141592920356,2025-09-23 13:40:18.621302,2025-09-23 13:40:20.257013,0 days 00:00:01.635711,0.0010001334561326911,gbtree,0.7405186843495997,3.1458152297979183,lossguide,9.038917982764051,0.000365090253536369,7,11,92.37775297215998,600,,0.5063100999844485,0.5109379426116885,none,0.8792165467627906,2.4982470408602957,,,,0.8075203672061482,0.8043812058552564,0.8037469287469288,0.5063100999844485,0.37934394283858397,0.37168141592920356,0.5109379426116885,0.6765706892144246,0.6673875655145133,0.7881241565452092,0.7941176470588235,0.24978614200171087,0.24261874197689345,none,0.8730299939943632,0.869811853994706,0.8792165467627906,COMPLETE
490,0.6557037037037037,2025-09-23 13:40:20.382587,2025-09-23 13:40:21.132950,0 days 00:00:00.750363,1.528223592284025,gbtree,0.5299147994495619,5.937575313360357,depthwise,0.00014278420532157134,0.030655589436353815,9,4,0.13461049724347626,800,,0.48697797810841303,0.9290844576249506,oversample,0.809927779796461,2.852090334897991,,,,0.8335776947862128,0.7612856996621967,0.762080262080262,0.48697797810841303,0.6549274933412252,0.6557037037037037,0.9290844576249506,0.8234614922396865,0.8159086479601525,0.5006787330316742,0.501472920915477,0.946535500427716,0.9469405220367993,oversample,0.926493975541621,0.9246080917771122,0.809927779796461,COMPLETE
491,0.64943741209564,2025-09-23 13:40:21.257198,2025-09-23 13:40:57.118016,0 days 00:00:35.860818,0.01026549551641512,dart,0.7110375080429845,4.538918238849266,depthwise,0.6976956816678442,0.0010901554442351523,5,10,0.13950128000715523,700,forest,0.3991292682624679,0.5575001644419371,oversample,0.7766429136026092,0.5271898346316438,0.0821624750189689,weighted,0.5849405621889566,0.9621794601805258,0.7902548879107381,0.7958640458640459,0.3991292682624679,0.6391970417326994,0.64943741209564,0.5575001644419371,0.6998785914367325,0.6989984393199367,0.5432505237952708,0.5511787526111609,0.7763045337895638,0.7903294822421908,oversample,0.8747487434727408,0.8794019801745305,0.7766429136026092,COMPLETE
492,0.0,2025-09-23 13:40:57.240269,2025-09-23 13:40:58.525558,0 days 00:00:01.285289,0.04213828328276088,gbtree,0.6989863082258525,6.588735325468096,depthwise,0.00030878494430767724,0.00023876654336865764,7,11,42.9875043804441,500,,0.6281784405285018,0.9701483570597891,oversample,0.9798565863275883,0.5242385872006958,,,,0.6774070404079443,0.7606715119254785,0.7607493857493858,0.6281784405285018,0.0,0.0,0.9701483570597891,0.7864449404561915,0.7768722049655565,0.0,0.0,0.0,0.0,oversample,0.9084808064245233,0.905769968606343,0.9798565863275883,COMPLETE
493,0.681282988225741,2025-09-23 13:40:58.648307,2025-09-23 13:40:59.137003,0 days 00:00:00.488696,26.595403141461407,gbtree,0.9877045523960697,2.459390012306737,lossguide,16.395648027156216,0.11655053471054756,3,5,9.04964301222639,400,,0.680826996364543,0.5273630111678509,oversample,0.5497748014209543,1.1511089745972947,,,,0.7079321444637381,0.8385709898659024,0.8392710892710893,0.680826996364543,0.6833969082513551,0.681282988225741,0.5273630111678509,0.7865043795239032,0.77758403131384,0.6439651910707529,0.6481266898416377,0.7279726261762189,0.7180145485665383,oversample,0.9071914421344749,0.9054144513780092,0.5497748014209543,COMPLETE
494,0.0,2025-09-23 13:40:59.262901,2025-09-23 13:41:23.333713,0 days 00:00:24.070812,0.016083036199982748,dart,0.3808153666668358,3.3304647598836477,lossguide,0.005124994942528561,0.00045134218121591025,4,7,0.21923924093978533,600,forest,0.6781105665560455,0.988727103171023,none,0.5208762519195723,3.4860104897092583,0.20654602616653528,weighted,0.25570986689235603,0.2609462204848314,0.7606715119254785,0.7607493857493858,0.6781105665560455,0.0,0.0,0.988727103171023,0.7683919719154468,0.7602831465705147,0.0,0.0,0.0,0.0,none,0.9056675851825963,0.9041296314626874,0.5208762519195723,COMPLETE
495,0.6917887880902536,2025-09-23 13:41:23.456348,2025-09-23 13:41:48.545592,0 days 00:00:25.089244,0.13587842383892157,dart,0.6069770160942607,0.05253243424018339,lossguide,29.242587616831514,0.15784138794881267,4,6,4.242407605791813,600,forest,0.6747893997965129,0.8692212889644415,oversample,0.5488024597385317,0.7676686378234492,0.3489841900742069,weighted,0.7734863156830715,0.7488277777800767,0.8677449073600164,0.8643529893529893,0.6747893997965129,0.7027151403589508,0.6917887880902536,0.8692212889644415,0.8120792391961742,0.8044205007871545,0.7604581673306773,0.7579001019367991,0.6531223267750214,0.636285836542576,oversample,0.919715618074653,0.9178211043525984,0.5488024597385317,COMPLETE
496,0.6361404015600174,2025-09-23 13:41:48.666883,2025-09-23 13:43:04.381193,0 days 00:01:15.714310,0.0008005129471911773,dart,0.4959357657363874,8.142140833269593,lossguide,0.06351520424347758,0.0017325473007056822,10,12,1.444640356604769,1000,tree,0.37546143394800896,0.9739253728468917,none,0.6020088527809346,3.866454385797665,0.46323706135284726,uniform,0.87222421852284,0.5634149017422858,0.7374347425529737,0.7421171171171171,0.37546143394800896,0.6330996996137892,0.6361404015600174,0.9739253728468917,0.8006294350192067,0.7921777764344463,0.47560713518160325,0.4801569995638901,0.946535500427716,0.9422336328626444,none,0.917605587026535,0.9154518244500381,0.6020088527809346,COMPLETE
497,0.6597564988483053,2025-09-23 13:43:04.504523,2025-09-23 13:43:05.940878,0 days 00:00:01.436355,0.0037497610512184565,gbtree,0.9153475169737777,0.7542379761193785,depthwise,0.004756200346768324,0.004036053316222417,10,12,4.301914012678056,300,,0.6758294282528248,0.6792423526461744,oversample,0.9207204822786809,2.6419005830037836,,,,0.3112191745388171,0.7839082812979834,0.7882882882882883,0.6758294282528248,0.6552343622407316,0.6597564988483053,0.6792423526461744,0.7384278168634029,0.7284164263085731,0.5299867899603699,0.5359529537556803,0.8579982891360137,0.8579375267436885,oversample,0.8942046986251271,0.8939396635323682,0.9207204822786809,COMPLETE
498,0.5917845117845117,2025-09-23 13:43:06.062962,2025-09-23 13:43:47.474499,0 days 00:00:41.411537,2.3454297312724752,dart,0.3276963114716286,0.1315773292702016,depthwise,0.0003843763122848669,0.00022514742489857501,7,9,1.2468605269528097,800,tree,0.3356738676169824,0.5110352428151472,none,0.8865607684570673,1.5964957159803996,0.16279770199726196,weighted,0.15100474844161504,0.4180836371361853,0.6842051387040639,0.6897010647010647,0.3356738676169824,0.5883922615076718,0.5917845117845117,0.5110352428151472,0.7558825648976644,0.7427330532905053,0.42757417102966844,0.4318003144654088,0.9431137724550899,0.940094137783483,none,0.892253327130847,0.8875349118321305,0.8865607684570673,COMPLETE
499,0.7050960735171261,2025-09-23 13:43:47.597285,2025-09-23 13:43:48.122773,0 days 00:00:00.525488,0.07342426207188094,gbtree,0.27216404216229667,7.578807086841469,depthwise,1.4332676437256948,0.055402761043998036,8,3,1.4502936442125418,700,,0.31966763249109736,0.9170097526615193,none,0.8314792157450436,0.7704484658645753,,,,0.6069061726460283,0.8596581021598936,0.8554463554463555,0.31966763249109736,0.71538301847623,0.7050960735171261,0.9170097526615193,0.8129925897587721,0.8048380635208762,0.6950383219039935,0.6886984904120768,0.7369546621043627,0.7222935387248609,none,0.9206019588943689,0.9192001587907854,0.8314792157450436,COMPLETE
500,0.6942370285276661,2025-09-23 13:43:48.247496,2025-09-23 13:44:14.394085,0 days 00:00:26.146589,0.20108760036145687,dart,0.5838134516430018,9.253807605539885,depthwise,0.0016226539737913116,0.0007784552266446185,5,8,3.1342503566622186,600,tree,0.5957876539026425,0.986784106521224,undersample,0.7554979260090714,1.2506739351751732,0.0014372561297962272,uniform,0.24388888431661737,0.9784881103703864,0.8357047804278841,0.8365069615069615,0.5957876539026425,0.6967693179671264,0.6942370285276661,0.986784106521224,0.7803364414922811,0.7738385742428322,0.6240270727580373,0.6282051282051282,0.7887082976903336,0.7757809157038938,undersample,0.9086594387210354,0.9074842998605284,0.7554979260090714,COMPLETE
501,0.13013972055888223,2025-09-23 13:44:14.516282,2025-09-23 13:44:15.482970,0 days 00:00:00.966688,0.3704365116685234,gbtree,0.3754965924642087,9.709661194688964,lossguide,0.0003499016913725352,0.004963408420369908,3,9,4.611414224065275,500,,0.6908043765238917,0.7374078600522587,none,0.7369635548224271,0.674894086532596,,,,0.7420719403707507,0.7774593100624424,0.7769246519246519,0.6908043765238917,0.13386454183266933,0.13013972055888223,0.7374078600522587,0.7151086603820801,0.7079520353228137,0.9767441860465116,0.9702380952380952,0.0718562874251497,0.06974753958065896,none,0.8823664165987191,0.8833910688935842,0.7369635548224271,COMPLETE
502,0.606017396264081,2025-09-23 13:44:15.605797,2025-09-23 13:44:19.409242,0 days 00:00:03.803445,0.030174581613439822,dart,0.5860776809049988,7.609289361615616,lossguide,0.8764262856664239,0.005842379893419914,9,10,1.6652707897965644,200,forest,0.6885703301059897,0.7263712013005268,oversample,0.5154791760758747,4.093399486449327,0.13794384184130976,weighted,0.3903374901506697,0.30711835726803155,0.7132766915753915,0.7171375921375921,0.6885703301059897,0.6010539809143997,0.606017396264081,0.7263712013005268,0.6902864788522742,0.6889991519644666,0.4505658765748452,0.45444824636441405,0.9024807527801539,0.9092854086435601,oversample,0.8752066488166754,0.8754701865060426,0.5154791760758747,COMPLETE
503,0.06779661016949153,2025-09-23 13:44:19.530740,2025-09-23 13:44:36.845183,0 days 00:00:17.314443,0.12331682865525442,dart,0.28941700360314987,4.199900706124218,lossguide,0.02893932963442504,0.0012572397075387343,1,6,0.7238510925919641,500,forest,0.5505974934089739,0.814873527036212,oversample,0.5858270358735105,0.7115282995479819,0.08131530486938637,uniform,0.028111545063934994,0.7671193596878336,0.7684512232572422,0.7691441441441441,0.5505974934089739,0.06296603148301574,0.06779661016949153,0.814873527036212,0.7314399393527082,0.7289843506468208,1.0,1.0,0.032506415739948676,0.03508771929824561,oversample,0.891606774339895,0.8920620557798125,0.5858270358735105,COMPLETE
504,0.5969984854743219,2025-09-23 13:44:36.968174,2025-09-23 13:44:37.454432,0 days 00:00:00.486258,0.04528356957971407,gbtree,0.7250384654708384,3.199754636984994,lossguide,3.920243586285864,0.24782083686686976,1,7,10.776417492270872,500,,0.6388177926667309,0.5653345157757785,undersample,0.9509193080845197,4.481121102929921,,,,0.6715212981665913,0.6927014023953322,0.7003480753480753,0.6388177926667309,0.5869565217391305,0.5969984854743219,0.5653345157757785,0.7029697656291201,0.7015740454048692,0.432657200811359,0.440113682501015,0.9123182207014542,0.9276850663243474,undersample,0.8760435470255636,0.8803567057407395,0.9509193080845197,COMPLETE
505,0.6011611030478955,2025-09-23 13:44:37.577068,2025-09-23 13:44:38.212135,0 days 00:00:00.635067,0.1154106460711926,gbtree,0.8946985590871093,4.969006468502261,lossguide,0.03860523782619333,0.379579596244317,6,11,2.0037350943323755,900,,0.5447482360722675,0.5061317638870472,oversample,0.8665005759790474,2.809061838038577,,,,0.8522927387056549,0.712560139215887,0.7186732186732187,0.5447482360722675,0.5960874568469505,0.6011611030478955,0.5061317638870472,0.6795354672336853,0.6751842281368671,0.4490680537494582,0.45486492422578517,0.8862275449101796,0.8861788617886179,oversample,0.8644483914114213,0.8641519955347865,0.8665005759790474,COMPLETE
506,0.6427835051546392,2025-09-23 13:44:38.335000,2025-09-23 13:44:38.896847,0 days 00:00:00.561847,0.0008615265033383733,gbtree,0.40676546772506006,2.1760226988180866,depthwise,0.0005596881147365865,0.009741716808373931,4,11,16.248271071184796,200,,0.6420695320696171,0.8949162445633616,none,0.6678327247646818,2.7117614480978744,,,,0.8767312341902522,0.8581226328180981,0.8581081081081081,0.6420695320696171,0.6453428863868986,0.6427835051546392,0.8949162445633616,0.7904289510256768,0.7841785342758532,0.8031847133757962,0.8081659105638367,0.539349871685201,0.5335900727428327,none,0.9072710740926591,0.9079426314735705,0.6678327247646818,COMPLETE
507,0.6061066383108006,2025-09-23 13:44:39.017879,2025-09-23 13:45:02.456266,0 days 00:00:23.438387,90.67416398535099,dart,0.4016960196182833,5.838558600866067,lossguide,25.95114973294289,0.05008675380815888,7,9,54.50321872148381,600,tree,0.3928774008482826,0.8599096373778605,undersample,0.5241621770303986,0.7320371032622558,0.02785444498623252,weighted,0.16977998419052873,0.636587341464365,0.7305763128262872,0.7345413595413596,0.3928774008482826,0.6036144578313253,0.6061066383108006,0.8599096373778605,0.6883778423204852,0.6824228712507651,0.46582984658298465,0.4698539802166745,0.8571428571428571,0.8536585365853658,undersample,0.8678486789037991,0.8639475472161602,0.5241621770303986,COMPLETE
508,0.691063829787234,2025-09-23 13:45:02.577163,2025-09-23 13:45:03.394024,0 days 00:00:00.816861,0.2036340634615444,gbtree,0.505656493404955,1.4089610288587817,depthwise,0.0012521628437704043,0.055241898052443054,9,6,2.9302710224775046,700,,0.5752153576663008,0.7772749540754417,oversample,0.5497757315826024,0.7124992557661107,,,,0.42758683555310467,0.8489098167673252,0.8513513513513513,0.5752153576663008,0.6940298507462687,0.691063829787234,0.7772749540754417,0.7896728214387352,0.7848062140223955,0.6733708769107,0.6872619551417689,0.7159965782720273,0.6949080017115961,oversample,0.9062160585686002,0.9063882081142806,0.5497757315826024,COMPLETE
509,0.7065005838847801,2025-09-23 13:45:03.516816,2025-09-23 13:45:04.041599,0 days 00:00:00.524783,0.018224582136696716,gbtree,0.6819024070081894,4.203388176227466,depthwise,36.88148386381165,0.0682084681155232,7,10,33.2188273809588,400,,0.6609327323418173,0.8188375342642695,oversample,0.5482343198502747,1.251607895135388,,,,0.7706594921119321,0.8405159176988433,0.8456183456183456,0.6609327323418173,0.7007299270072993,0.7065005838847801,0.8188375342642695,0.804953154244413,0.7984685468108785,0.6359832635983264,0.6479828632631203,0.7801539777587682,0.7766367137355584,oversample,0.9176580226708473,0.9160782983220267,0.5482343198502747,COMPLETE
510,0.38612143742255267,2025-09-23 13:45:04.163767,2025-09-23 13:45:04.708926,0 days 00:00:00.545159,89.77408385327894,gbtree,0.8768445097213604,2.742032717850985,lossguide,0.2478260261781849,0.0004468159762288813,0,4,0.10367530321793188,300,,0.31085328415709673,0.5810905895563443,oversample,0.9376576796682297,1.1509032207108976,,,,0.5288542838532255,0.23932848807452145,0.23925061425061425,0.31085328415709673,0.3862228462872718,0.38612143742255267,0.5810905895563443,0.6987642161038112,0.69234280930478,0.23932848807452145,0.23925061425061425,1.0,1.0,oversample,0.886343381061857,0.8843446140090028,0.9376576796682297,COMPLETE
511,0.6114904246461282,2025-09-23 13:45:04.830561,2025-09-23 13:45:05.602225,0 days 00:00:00.771664,0.0007146282660110294,gbtree,0.8972716332109163,2.022577107452218,depthwise,0.002110045488521271,0.17757609767564175,2,3,0.31995283166869326,1000,,0.6619641737067007,0.5326644961814804,undersample,0.672616460914685,1.922937905142808,,,,0.3144774571774762,0.7584194902241785,0.7611588861588862,0.6619641737067007,0.6106895414054767,0.6114904246461282,0.5326644961814804,0.6395211275103787,0.6134880386274311,0.497046186895811,0.5005452562704471,0.7917023096663816,0.785622593068036,undersample,0.8575451323548184,0.8475012476789026,0.672616460914685,COMPLETE
512,0.6514459665144596,2025-09-23 13:45:05.725243,2025-09-23 13:45:06.797985,0 days 00:00:01.072742,1.454319825356608,gbtree,0.6150838517606849,5.744564336197896,lossguide,1.0078360243787265,0.004876481071219941,5,9,0.29594492064751227,300,,0.5282212545089383,0.7411829880039372,undersample,0.9990066155847366,1.6996388094853783,,,,0.4017150775338946,0.7574982086191012,0.7655610155610155,0.5282212545089383,0.6459423105664325,0.6514459665144596,0.7411829880039372,0.7858933269807027,0.7755788688434136,0.496439237307604,0.5055516182376565,0.9242942686056459,0.9157038938810441,undersample,0.9115535006462074,0.9087971626799964,0.9990066155847366,COMPLETE
513,0.6057142857142858,2025-09-23 13:45:06.922348,2025-09-23 13:45:42.596549,0 days 00:00:35.674201,1.1700647257583006,dart,0.7426239283266507,7.6559599507592875,lossguide,0.09256837539526025,0.008875777002196017,5,7,2.4943371461675774,800,tree,0.47005957424073486,0.8236722422117344,oversample,0.6283924160206986,2.208043640946348,0.47963456940795235,uniform,0.3921684103661331,0.8585026525413051,0.7031425939195414,0.7103808353808354,0.47005957424073486,0.5998896247240618,0.6057142857142858,0.8236722422117344,0.6983746713792149,0.6905843762894808,0.44276985743380853,0.4491525423728814,0.9298545765611634,0.9298245614035088,oversample,0.8810581156160485,0.8831048815555831,0.6283924160206986,COMPLETE
